Indicator Name,Code,Source
Repeaters in secondary. Grade 1. Total,UIS_R_23_GPV_G1,WORLDBANK
Repeaters in secondary. Grade 1. Female,UIS_R_23_GPV_G1_F,WORLDBANK
Repeaters in secondary. Grade 10. Total,UIS_R_23_GPV_G10,WORLDBANK
Repeaters in secondary. Grade 10. Female,UIS_R_23_GPV_G10_F,WORLDBANK
Repeaters in secondary. Grade 2. Total,UIS_R_23_GPV_G2,WORLDBANK
Repeaters in secondary. Grade 2. Female,UIS_R_23_GPV_G2_F,WORLDBANK
Repeaters in secondary. Grade 3. Total,UIS_R_23_GPV_G3,WORLDBANK
Repeaters in secondary. Grade 3. Female,UIS_R_23_GPV_G3_F,WORLDBANK
Repeaters in secondary. Grade 4. Total,UIS_R_23_GPV_G4,WORLDBANK
Repeaters in secondary. Grade 4. Female,UIS_R_23_GPV_G4_F,WORLDBANK
Repeaters in secondary. Grade 5. Total,UIS_R_23_GPV_G5,WORLDBANK
Repeaters in secondary. Grade 5. Female,UIS_R_23_GPV_G5_F,WORLDBANK
Repeaters in secondary. Grade 6. Total,UIS_R_23_GPV_G6,WORLDBANK
Repeaters in secondary. Grade 6. Female,UIS_R_23_GPV_G6_F,WORLDBANK
Repeaters in secondary. Grade 7. Total,UIS_R_23_GPV_G7,WORLDBANK
Repeaters in secondary. Grade 7. Female,UIS_R_23_GPV_G7_F,WORLDBANK
Repeaters in secondary. Grade 8. Total,UIS_R_23_GPV_G8,WORLDBANK
Repeaters in secondary. Grade 8. Female,UIS_R_23_GPV_G8_F,WORLDBANK
Repeaters in secondary. Grade 9. Total,UIS_R_23_GPV_G9,WORLDBANK
Repeaters in secondary. Grade 9. Female,UIS_R_23_GPV_G9_F,WORLDBANK
Percentage of repeaters in primary. Grade 1. Total,UIS_REPP_1_G1,WORLDBANK
Percentage of repeaters in primary. Grade 1.Female,UIS_REPP_1_G1_F,WORLDBANK
Percentage of repeaters in primary. Grade 1. Male,UIS_REPP_1_G1_M,WORLDBANK
Percentage of repeaters in primary. Grade 2. Total,UIS_REPP_1_G2,WORLDBANK
Percentage of repeaters in primary. Grade 2. Female,UIS_REPP_1_G2_F,WORLDBANK
Percentage of repeaters in primary. Grade 2. Male,UIS_REPP_1_G2_M,WORLDBANK
Percentage of repeaters in primary. Grade 3. Total,UIS_REPP_1_G3,WORLDBANK
Percentage of repeaters in primary. Grade 3. Female,UIS_REPP_1_G3_F,WORLDBANK
Percentage of repeaters in primary. Grade 3. Male,UIS_REPP_1_G3_M,WORLDBANK
Percentage of repeaters in primary. Grade 4. Total,UIS_REPP_1_G4,WORLDBANK
Percentage of repeaters in primary. Grade 4. Female,UIS_REPP_1_G4_F,WORLDBANK
Percentage of repeaters in primary. Grade 4. Male,UIS_REPP_1_G4_M,WORLDBANK
Percentage of repeaters in primary. Grade 5. Total,UIS_REPP_1_G5,WORLDBANK
Percentage of repeaters in primary. Grade 5. Female,UIS_REPP_1_G5_F,WORLDBANK
Percentage of repeaters in primary. Grade 5. Male,UIS_REPP_1_G5_M,WORLDBANK
Percentage of repeaters in primary. Grade 6. Total,UIS_REPP_1_G6,WORLDBANK
Percentage of repeaters in primary. Grade 6. Female,UIS_REPP_1_G6_F,WORLDBANK
Percentage of repeaters in primary. Grade 6. Male,UIS_REPP_1_G6_M,WORLDBANK
Percentage of repeaters in primary. Grade 7. Total,UIS_REPP_1_G7,WORLDBANK
Percentage of repeaters in primary. Grade 7. Female,UIS_REPP_1_G7_F,WORLDBANK
Percentage of repeaters in primary. Grade 7. Male,UIS_REPP_1_G7_M,WORLDBANK
Gender parity index for % repeaters. All grades. Primary,UIS_REPP_1_GPI,WORLDBANK
Percentage of repeaters in lower secondary. All grades. Total,UIS_REPP_2_GPV,WORLDBANK
Percentage of repeaters in lower secondary. All grades. Female,UIS_REPP_2_GPV_F,WORLDBANK
Percentage of repeaters in lower secondary. All grades. Male,UIS_REPP_2_GPV_M,WORLDBANK
Percentage of repeaters in secondary. Grade 1. Total,UIS_REPP_23_GPV_G1,WORLDBANK
Percentage of repeaters in secondary. Grade 1. Female,UIS_REPP_23_GPV_G1_F,WORLDBANK
Percentage of repeaters in secondary. Grade 1. Male,UIS_REPP_23_GPV_G1_M,WORLDBANK
Percentage of repeaters in secondary. Grade 2. Total,UIS_REPP_23_GPV_G2,WORLDBANK
Percentage of repeaters in secondary. Grade 2. Female,UIS_REPP_23_GPV_G2_F,WORLDBANK
Percentage of repeaters in secondary. Grade 2. Male,UIS_REPP_23_GPV_G2_M,WORLDBANK
Percentage of repeaters in secondary. Grade 3. Total,UIS_REPP_23_GPV_G3,WORLDBANK
Percentage of repeaters in secondary. Grade 3. Female,UIS_REPP_23_GPV_G3_F,WORLDBANK
Percentage of repeaters in secondary. Grade 3. Male,UIS_REPP_23_GPV_G3_M,WORLDBANK
Percentage of repeaters in secondary. Grade 4. Total,UIS_REPP_23_GPV_G4,WORLDBANK
Percentage of repeaters in secondary. Grade 4. Female,UIS_REPP_23_GPV_G4_F,WORLDBANK
Percentage of repeaters in secondary. Grade 4. Male,UIS_REPP_23_GPV_G4_M,WORLDBANK
Percentage of repeaters in secondary. Grade 5. Total,UIS_REPP_23_GPV_G5,WORLDBANK
Percentage of repeaters in secondary. Grade 5. Female,UIS_REPP_23_GPV_G5_F,WORLDBANK
Percentage of repeaters in secondary. Grade 5. Male,UIS_REPP_23_GPV_G5_M,WORLDBANK
Percentage of repeaters in secondary. Grade 6. Total,UIS_REPP_23_GPV_G6,WORLDBANK
Percentage of repeaters in secondary. Grade 6. Female,UIS_REPP_23_GPV_G6_F,WORLDBANK
Percentage of repeaters in secondary. Grade 6. Male,UIS_REPP_23_GPV_G6_M,WORLDBANK
Percentage of repeaters in secondary. Grade 7. Total,UIS_REPP_23_GPV_G7,WORLDBANK
Percentage of repeaters in secondary. Grade 7. Female,UIS_REPP_23_GPV_G7_F,WORLDBANK
Percentage of repeaters in secondary. Grade 7. Male,UIS_REPP_23_GPV_G7_M,WORLDBANK
Percentage of repeaters in secondary. Grade 8. Total,UIS_REPP_23_GPV_G8,WORLDBANK
Percentage of repeaters in secondary. Grade 8. Female,UIS_REPP_23_GPV_G8_F,WORLDBANK
Percentage of repeaters in secondary. Grade 8. Male,UIS_REPP_23_GPV_G8_M,WORLDBANK
Percentage of repeaters in upper secondary. All grades. Total,UIS_REPP_3_GPV,WORLDBANK
Percentage of repeaters in upper secondary. All grades. Female,UIS_REPP_3_GPV_F,WORLDBANK
Percentage of repeaters in upper secondary. All grades. Male,UIS_REPP_3_GPV_M,WORLDBANK
Repetition rate in primary. Grade 1. Total,UIS_REPR_1_G1,WORLDBANK
Repetition rate in primary. Grade 1. Female,UIS_REPR_1_G1_F,WORLDBANK
Repetition rate in primary. Grade 1. Male,UIS_REPR_1_G1_M,WORLDBANK
Repetition rate in primary. Grade 2. Total,UIS_REPR_1_G2,WORLDBANK
Repetition rate in primary. Grade 2. Female,UIS_REPR_1_G2_F,WORLDBANK
Repetition rate in primary. Grade 2. Male,UIS_REPR_1_G2_M,WORLDBANK
Repetition rate in primary. Grade 3. Total,UIS_REPR_1_G3,WORLDBANK
Repetition rate in primary. Grade 3. Female,UIS_REPR_1_G3_F,WORLDBANK
Repetition rate in primary. Grade 3. Male,UIS_REPR_1_G3_M,WORLDBANK
Repetition rate in primary. Grade 4. Total,UIS_REPR_1_G4,WORLDBANK
Repetition rate in primary. Grade 4. Female,UIS_REPR_1_G4_F,WORLDBANK
Repetition rate in primary. Grade 4. Male,UIS_REPR_1_G4_M,WORLDBANK
Repetition rate in primary. Grade 5. Total,UIS_REPR_1_G5,WORLDBANK
Repetition rate in primary. Grade 5. Female,UIS_REPR_1_G5_F,WORLDBANK
Repetition rate in primary. Grade 5. Male,UIS_REPR_1_G5_M,WORLDBANK
Repetition rate in primary. Grade 6. Total,UIS_REPR_1_G6,WORLDBANK
Repetition rate in primary. Grade 6. Female,UIS_REPR_1_G6_F,WORLDBANK
Repetition rate in primary. Grade 6. Male,UIS_REPR_1_G6_M,WORLDBANK
Repetition rate in primary. Grade 7. Total,UIS_REPR_1_G7,WORLDBANK
Repetition rate in primary. Grade 7. Female,UIS_REPR_1_G7_F,WORLDBANK
Repetition rate in primary. Grade 7. Male,UIS_REPR_1_G7_M,WORLDBANK
Share of primary school-age children enrolled in pre-primary education (%). Total,UIS_ROFSPPT_1,WORLDBANK
Share of primary school-age children enrolled in pre-primary education (%). Female,UIS_ROFSPPT_1_F,WORLDBANK
Share of primary school-age children enrolled in pre-primary education (%). Male,UIS_ROFSPPT_1_M,WORLDBANK
Out-of-school rate for children of primary school age (%). Total,UIS_ROFST_1,WORLDBANK
Out-of-school rate for children of primary school age (%). Female,UIS_ROFST_1_F,WORLDBANK
Out-of-school rate for children of primary school age (%). Male,UIS_ROFST_1_M,WORLDBANK
Out-of-school rate for children of lower secondary school age (%). Total,UIS_ROFST_2,WORLDBANK
Out-of-school rate for children of lower secondary school age (%). Female,UIS_ROFST_2_F,WORLDBANK
Out-of-school rate for children of lower secondary school age (%). Male,UIS_ROFST_2_M,WORLDBANK
School age population.  Official entrance age.  Total,UIS_SAP_1_G1,WORLDBANK
School age population.  Official entrance age.  Female,UIS_SAP_1_G1_F,WORLDBANK
School age population.  Official entrance age.  Male,UIS_SAP_1_G1_M,WORLDBANK
School age population.  Post-secondary.  Total,UIS_SAP_4,WORLDBANK
School age population.  Post-secondary.  Female,UIS_SAP_4_F,WORLDBANK
School age population.  Post-secondary.  Male,UIS_SAP_4_M,WORLDBANK
School life expectancy (years).  Pre-primary.  Total,UIS_SLE_0,WORLDBANK
School life expectancy (years).  Pre-primary.  Female,UIS_SLE_0_F,WORLDBANK
School life expectancy (years).  Pre-primary.  Male,UIS_SLE_0_M,WORLDBANK
School life expectancy (years).  Primary to secondary.  Total,UIS_SLE_123,WORLDBANK
School life expectancy (years).  Primary to secondary.  Female,UIS_SLE_123_F,WORLDBANK
Gender parity index for school life expectancy. Primary to secondary.,UIS_SLE_123_GPI,WORLDBANK
School life expectancy (years).  Primary to secondary.  Male,UIS_SLE_123_M,WORLDBANK
Gender parity index for school life expectancy.  Primary to tertiary.,UIS_SLE_1t6_GPI,WORLDBANK
School life expectancy (years).  Tertiary.  Total,UIS_SLE_56,WORLDBANK
School life expectancy (years).  Tertiary.  Female,UIS_SLE_56_F,WORLDBANK
Gender parity index for school life expectancy.  Tertiary.,UIS_SLE_56_GPI,WORLDBANK
School life expectancy (years).  Tertiary.  Male,UIS_SLE_56_M,WORLDBANK
Survival rate to grade 4.  Total,UIS_SR_1_G4,WORLDBANK
Survival rate to grade 4.  Female,UIS_SR_1_G4_F,WORLDBANK
Gender parity index for survival rate to grade 4,UIS_SR_1_G4_GPI,WORLDBANK
Survival rate to grade 4.  Male,UIS_SR_1_G4_M,WORLDBANK
Gender parity index for survival rate to grade 5,UIS_SR_1_G5_GPI,WORLDBANK
Gender parity index for survival rate to last grade of primary,UIS_SR_1_GLAST_GPI,WORLDBANK
Teaching staff in lower secondary. Public and private. Full and part-time. All programmes. Total,UIS_T_2,WORLDBANK
Teaching staff in lower secondary. Public and private. Full and part-time. All programmes. Female,UIS_T_2_F,WORLDBANK
Teaching staff in lower secondary. Public and private. Full and part-time. General programmes. Total,UIS_T_2_GPV,WORLDBANK
Teaching staff in lower secondary. Public and private. Full and part-time. General programmes. Female,UIS_T_2_GPV_F,WORLDBANK
Teaching staff in lower secondary. Public and private. Full and part-time. Technical/vocational programmes. Total,UIS_T_2_V,WORLDBANK
Teaching staff in lower secondary. Public and private. Full and part-time. Technical/vocational programmes. Female,UIS_T_2_V_F,WORLDBANK
Teaching staff in total secondary. Public and private. Full and part-time. General programmes. Total,UIS_T_23_GPV,WORLDBANK
Teaching staff in total secondary. Public and private. Full and part-time. General programmes. Female,UIS_T_23_GPV_F,WORLDBANK
Teaching staff in total secondary. Public and private. Full and part-time. Technical/vocational programmes. Total,UIS_T_23_V,WORLDBANK
Teaching staff in total secondary. Public and private. Full and part-time. Technical/vocational programmes. Female,UIS_T_23_V_F,WORLDBANK
Teaching staff in upper secondary. Public and private. Full and part-time. All programmes. Total,UIS_T_3,WORLDBANK
Teaching staff in upper secondary. Public and private. Full and part-time. All programmes. Female,UIS_T_3_F,WORLDBANK
Teaching staff in upper secondary. Public and private. Full and part-time. General programmes. Total,UIS_T_3_GPV,WORLDBANK
Teaching staff in upper secondary. Public and private. Full and part-time. General programmes. Female,UIS_T_3_GPV_F,WORLDBANK
Teaching staff in upper secondary. Public and private. Full and part-time. Technical/vocational programmes. Total,UIS_T_3_V,WORLDBANK
Teaching staff in upper secondary. Public and private. Full and part-time. Technical/vocational programmes. Female,UIS_T_3_V_F,WORLDBANK
Teaching staff in post-secondary. Public and private. Full and part-time. All programmes. Total,UIS_T_4,WORLDBANK
Teaching staff in post-secondary. Public and private. Full and part-time. All programmes. Female,UIS_T_4_F,WORLDBANK
Teaching staff in post-secondary. Public and private. Full and part-time. General programmes. Total,UIS_T_4_GPV,WORLDBANK
Teaching staff in post-secondary. Public and private. Full and part-time. General programmes. Female,UIS_T_4_GPV_F,WORLDBANK
Teaching staff in post-secondary. Public and private. Full and part-time. Technical/vocational programmes. Total,UIS_T_4_V,WORLDBANK
Teaching staff in post-secondary. Public and private. Full and part-time. Technical/vocational programmes. Female,UIS_T_4_V_F,WORLDBANK
Teaching staff in 5A tertiary. Public and private. Full and part-time. All programmes. Total,UIS_T_5_A,WORLDBANK
Teaching staff in 5A tertiary. Public and private. Full and part-time. All programmes. Female,UIS_T_5_A_F,WORLDBANK
Teaching staff in 5B tertiary. Public and private. Full and part-time. All programmes. Total,UIS_T_5_B,WORLDBANK
Teaching staff in 5B tertiary. Public and private. Full and part-time. All programmes. Female,UIS_T_5_B_F,WORLDBANK
"Number of students in tertiary education per 100,000 inhabitants. Total",UIS_TE_100000_56,WORLDBANK
"Number of students in tertiary education per 100,000 inhabitants. Female",UIS_TE_100000_56_F,WORLDBANK
"Number of students in tertiary education per 100,000 inhabitants. Male",UIS_TE_100000_56_M,WORLDBANK
Distribution of students (%).  ISCED Level 5A,UIS_TEP_5_A,WORLDBANK
Distribution of students (%).   ISCED Level 5B,UIS_TEP_5_B,WORLDBANK
Distribution of students (%).   ISCED Level 6,UIS_TEP_6,WORLDBANK
Entrance age of pre-primary,UIS_thAge_0,WORLDBANK
Entrance age of 3A upper secondary,UIS_thAge_3_A_GPV,WORLDBANK
Entrance age of 4A post-secondary,UIS_thAge_4_A_GPV,WORLDBANK
Duration of pre-primary,UIS_thDur_0,WORLDBANK
Duration of 2A lower secondary,UIS_thDur_2_A_GPV,WORLDBANK
Duration of 3A upper secondary,UIS_thDur_3_A_GPV,WORLDBANK
Duration of 4A post-secondary,UIS_thDur_4_A_GPV,WORLDBANK
"Gender parity index for transition rate, primary to secondary, general programmes",UIS_TRANR_23_GPV_GPI,WORLDBANK
Effective transition rate from primary (ISCED 1) to secondary (ISCED 2). General programmes (%). Total,UIS_TRANRA_23_GPV,WORLDBANK
Effective transition rate from primary (ISCED 1) to secondary (ISCED 2). General programmes (%). Female,UIS_TRANRA_23_GPV_F,WORLDBANK
Gender parity index for effective transition rate. Primary (ISCED 1) to secondary (ISCED 2). General programmes,UIS_TRANRA_23_GPV_GPI,WORLDBANK
Effective transition rate from primary (ISCED 1) to secondary (ISCED 2). General programmes (%). Male,UIS_TRANRA_23_GPV_M,WORLDBANK
Percentage of trained teachers.  Pre-primary.  Total,UIS_TRTP_0,WORLDBANK
Percentage of trained teachers.  Pre-primary.  Female,UIS_TRTP_0_F,WORLDBANK
Gender parity index for % of trained teachers.  Pre-primary,UIS_TRTP_0_GPI,WORLDBANK
Percentage of trained teachers.  Pre-primary.  Male,UIS_TRTP_0_M,WORLDBANK
Gender parity index for % of trained teachers.  Primary,UIS_TRTP_1_GPI,WORLDBANK
Percentage of trained teachers.  Lower secondary.  Total,UIS_TRTP_2,WORLDBANK
Percentage of trained teachers.  Lower secondary.  Female,UIS_TRTP_2_F,WORLDBANK
Gender parity index for % of trained teachers.  Lower secondary,UIS_TRTP_2_GPI,WORLDBANK
Percentage of trained teachers.  Lower secondary.  Male,UIS_TRTP_2_M,WORLDBANK
Gender parity index for % of trained teachers.  Secondary,UIS_TRTP_23_GPI,WORLDBANK
Percentage of trained teachers.  Upper secondary.  Total,UIS_TRTP_3,WORLDBANK
Percentage of trained teachers.  Upper secondary.  Female,UIS_TRTP_3_F,WORLDBANK
Gender parity index for % of trained teachers.  Upper secondary,UIS_TRTP_3_GPI,WORLDBANK
Percentage of trained teachers.  Upper secondary.  Male,UIS_TRTP_3_M,WORLDBANK
Under-age enrolment ratio. Primary. Total,UIS_UAPP_1,WORLDBANK
Under-age enrolment ratio. Primary. Female,UIS_UAPP_1_F,WORLDBANK
Under-age enrolment ratio. Primary. Male,UIS_UAPP_1_M,WORLDBANK
Percentage distribution of public current expenditure on education by level. Pre-primary,UIS_XCURP_0,WORLDBANK
Percentage distribution of public current expenditure on education by level. Lower secondary,UIS_XCURP_2,WORLDBANK
Percentage distribution of public current expenditure on education by level. Upper secondary,UIS_XCURP_3,WORLDBANK
Percentage distribution of public current expenditure on education by level. Post secondary,UIS_XCURP_4,WORLDBANK
Percentage distribution of public current expenditure on education not allocated by level,UIS_XCURP_UK,WORLDBANK
Total expenditure on educational institutions and administration as a % of GDP. All sources. Pre-primary,UIS_XGDP_0_FDINSTADM_FFD,WORLDBANK
Total expenditure on educational institutions and administration as a % of GDP. Public sources. Pre-primary,UIS_XGDP_0_FSGOV_FDINSTADM_FFD,WORLDBANK
Total expenditure on educational institutions and administration as a % of GDP. Private sources. Pre-primary,UIS_XGDP_0_FSpr_FDinst_FFd,WORLDBANK
Total expenditure on educational institutions and administration as a % of GDP. All sources. Primary,UIS_XGDP_1_FDINSTADM_FFD,WORLDBANK
Total expenditure on educational institutions and administration as a % of GDP. Public sources. Primary,UIS_XGDP_1_FSGOV_FDINSTADM_FFD,WORLDBANK
Total expenditure on educational institutions and administration as a % of GDP. Private sources. Primary,UIS_XGDP_1_FSpr_FDinst_FFd,WORLDBANK
Total expenditure on educational institutions and administration as a % of GDP. All sources. Secondary and post-secondary non-tertiary,UIS_XGDP_234_FDINSTADM_FFD,WORLDBANK
Total expenditure on educational institutions and administration as a % of GDP. Private sources. Secondary and post-secondary non-tertiary,UIS_XGDP_234_FSpr_FDinst_FFd,WORLDBANK
Total expenditure on educational institutions and administration as a % of GDP. All sources. Tertiary,UIS_XGDP_56_FDINSTADM_FFD,WORLDBANK
Total expenditure on educational institutions and administration as a % of GDP. Private sources. Tertiary,UIS_XGDP_56_FSpr_FDinst_FFd,WORLDBANK
Total expenditure on educational institutions and administration as a % of GDP. All sources. All levels,UIS_XGDP_FDINSTADM_FFD,WORLDBANK
Total expenditure on educational institutions and administration as a % of GDP. Public sources. All levels,UIS_XGDP_FSGOV_FDINSTADM_FFD,WORLDBANK
Total expenditure on educational institutions and administration as a % of GDP. International sources. All levels,UIS_XGDP_FSint_FDinst_FFd,WORLDBANK
Total expenditure on educational institutions and administration as a % of GDP. Private sources. All levels,UIS_XGDP_FSpr_FDinst_FFd,WORLDBANK
Current expenditure on education as % of GNI,UIS_XGNP_FSGOV_FNCUR_FFD,WORLDBANK
Public current expenditure on education as % of total current government expenditure,UIS_XGOVEXP_FNCUR,WORLDBANK
Percentage distribution of public current expenditure by purpose in primary education. All personnel salaries,UIS_XNATURCP_1_FDPUB_FNS,WORLDBANK
Percentage distribution of public current expenditure by purpose in primary education. Teachers salaries,UIS_XNATURCP_1_FDPUB_FNTS,WORLDBANK
Percentage distribution of public current expenditure by purpose in secondary education. All personnel salaries,UIS_XNATURCP_23_FDPUB_FNS,WORLDBANK
Percentage distribution of public current expenditure by purpose in secondary education. Teacher salaries,UIS_XNATURCP_23_FDPUB_FNTS,WORLDBANK
Educational expenditure in pre-primary as % of total educational expenditure,UIS_XPUBP_0,WORLDBANK
Educational expenditure in lower secondary as % of total educational expenditure,UIS_XPUBP_2,WORLDBANK
Educational expenditure in upper secondary as % of total educational expenditure,UIS_XPUBP_3,WORLDBANK
Educational expenditure in post secondary as % of total educational expenditure,UIS_XPUBP_4,WORLDBANK
Educational expenditure not allocated by level as % of total educational expenditure,UIS_XPUBP_UK,WORLDBANK
"Educational expenditure on capital as a % of total educational expenditure on public institutions. ISCED 1,2,3,4.",UIS_XSPENDP_1234_FDPUB_FNCAP,WORLDBANK
"Educational expenditure on total current expenditures as a % of total educational expenditure on public institutions. ISCED 1,2,3,4.",UIS_XSPENDP_1234_FDPUB_FNCUR,WORLDBANK
"Educational expenditure on other current expenditures as a % of total educational expenditure on public institutions. ISCED 1,2,3,4.",UIS_XSPENDP_1234_FDPUB_FNNONS,WORLDBANK
"Educational expenditure on salaries as a % of total educational expenditure on public institutions. ISCED 1,2,3,4.",UIS_XSPENDP_1234_FDPUB_FNS,WORLDBANK
Educational expenditure on capital as a % of total educational expenditure on public institutions. Tertiary.,UIS_XSPENDP_56_FDPUB_FNCAP,WORLDBANK
Educational expenditure on total current expenditures as a % of total educational expenditure on public institutions. Tertiary.,UIS_XSPENDP_56_FDPUB_FNCUR,WORLDBANK
Educational expenditure on other current expenditures as a % of total educational expenditure on public institutions. Tertiary.,UIS_XSPENDP_56_FDPUB_FNNONS,WORLDBANK
Educational expenditure on salaries as a % of total educational expenditure on public institutions. Tertiary.,UIS_XSPENDP_56_FDPUB_FNS,WORLDBANK
Inequality-adjusted Human Development Index (IHDI),UNDP_HDI_HY_XD,WORLDBANK
Inequality-adjusted Human Development Index (IHDI) rank,UNDP_HDI_HY_XQ,WORLDBANK
Human development index (HDI),UNDP_HDI_XD,WORLDBANK
Combined polity score,UPP_COM_POL_XQ,WORLDBANK
Institutionalized autocracy,UPP_INS_AUTO_XQ,WORLDBANK
Institutionalized democracy,UPP_INS_DEMO_XQ,WORLDBANK
Revised Combined Polity Score,UPP_REV_POL_XQ,WORLDBANK
"Urea, E. Europe, bulk, $/mt, current$",UREA_EE_BULK,WORLDBANK
Voice and Accountability: Estimate,VA_EST,WORLDBANK
Voice and Accountability: Number of Sources,VA_NO_SRC,WORLDBANK
Voice and Accountability: Percentile Rank,VA_PER_RNK,WORLDBANK
Voice and Accountability: Standard Error,VA_STD_ERR,WORLDBANK
Battle-related deaths (number of people),VC_BTL_DETH,WORLDBANK
"Internally displaced persons (number, high estimate)",VC_IDP_TOTL_HE,WORLDBANK
"Internally displaced persons (number, low estimate)",VC_IDP_TOTL_LE,WORLDBANK
"Intentional homicides (per 100,000 people)",VC_IHR_PSRC_P5,WORLDBANK
"Presence of peace keepers (number of troops, police, and military observers in mandate)",VC_PKP_TOTL_UN,WORLDBANK
"Wheat, Canada, $/mt, current$",WHEAT_CANADI,WORLDBANK
"Wheat, US, HRW, $/mt, current$",WHEAT_US_HRW,WORLDBANK
"Wheat, US, SRW, $/mt, current$",WHEAT_US_SRW,WORLDBANK
"Woodpulp, $/mt, current$",WOODPULP,WORLDBANK
Male-female gap in the percent of population (15+) with an account at a formal financial institution,WP11623_MF_GAP,WORLDBANK
Account at a formal financial institution (% age 15+),WP11623_4_1,WORLDBANK
"Account at a formal financial institution, rural (% age 15+)",WP11623_4_10,WORLDBANK
"Account at a formal financial institution, urban (% age 15+)",WP11623_4_11,WORLDBANK
"Account at a formal financial institution, male (% age 15+)",WP11623_4_2,WORLDBANK
"Account at a formal financial institution, female (% age 15+)",WP11623_4_3,WORLDBANK
"Account at a formal financial institution, young adults (% ages 15-24)",WP11623_4_4,WORLDBANK
"Account at a formal financial institution, older adults (% age 25+)",WP11623_4_5,WORLDBANK
"Account at a formal financial institution, primary education or less (% age 15+)",WP11623_4_6,WORLDBANK
"Account at a formal financial institution, secondary education or more (% age 15+)",WP11623_4_7,WORLDBANK
"Account at a formal financial institution, income, bottom 40% (% age 15+)",WP11623_4_8,WORLDBANK
"Account at a formal financial institution, income quintiles III, IV, and V (highest)  (% age 15+)",WP11623_4_9,WORLDBANK
Account used for business purposes (% age 15+),WP11625_1,WORLDBANK
"Account used for business purposes, rural (% age 15+)",WP11625_10,WORLDBANK
"Account used for business purposes, urban (% age 15+)",WP11625_11,WORLDBANK
"Account used for business purposes, male (% age 15+)",WP11625_2,WORLDBANK
"Account used for business purposes, female (% age 15+)",WP11625_3,WORLDBANK
"Account used for business purposes, young adults (% ages 15-24)",WP11625_4,WORLDBANK
"Account used for business purposes, older adults (% age 25+)",WP11625_5,WORLDBANK
"Account used for business purposes, primary education or less (% age 15+)",WP11625_6,WORLDBANK
"Account used for business purposes, secondary education or more (% age 15+)",WP11625_7,WORLDBANK
"Account used for business purposes, income quintiles I (lowest) and II (% age 15+)",WP11625_8,WORLDBANK
"Account used for business purposes, income quintiles III, IV, and V (highest)  (% age 15+)",WP11625_9,WORLDBANK
Debit card (% age 15+),WP11626_1,WORLDBANK
"Debit card, rural (% age 15+)",WP11626_10,WORLDBANK
"Debit card, urban (% age 15+)",WP11626_11,WORLDBANK
"Debit card, male (% age 15+)",WP11626_2,WORLDBANK
"Debit card, female (% age 15+)",WP11626_3,WORLDBANK
"Debit card, young adults (% ages 15-24)",WP11626_4,WORLDBANK
"Debit card, older adults (% age 25+)",WP11626_5,WORLDBANK
"Debit card, primary education or less (% age 15+)",WP11626_6,WORLDBANK
"Debit card, secondary education or more (% age 15+)",WP11626_7,WORLDBANK
"Debit card, income quintiles I (lowest) and II (% age 15+)",WP11626_8,WORLDBANK
"Debit card, income quintiles III, IV, and V (highest)  (% age 15+)",WP11626_9,WORLDBANK
Credit card (% age 15+),WP11627_1,WORLDBANK
"Credit card, rural (% age 15+)",WP11627_10,WORLDBANK
"Credit card, urban (% age 15+)",WP11627_11,WORLDBANK
"Credit card, male (% age 15+)",WP11627_2,WORLDBANK
"Credit card, female (% age 15+)",WP11627_3,WORLDBANK
"Credit card, young adults (% ages 15-24)",WP11627_4,WORLDBANK
"Credit card, older adults (% age 25+)",WP11627_5,WORLDBANK
"Credit card, primary education or less (% age 15+)",WP11627_6,WORLDBANK
"Credit card, secondary education or more (% age 15+)",WP11627_7,WORLDBANK
"Credit card, income quintiles I (lowest) and II (% age 15+)",WP11627_8,WORLDBANK
"Credit card, income quintiles III, IV, and V (highest)  (% age 15+)",WP11627_9,WORLDBANK
"0 deposits into account in a typical month (% with an account,  age 15+)",WP11628_1_1,WORLDBANK
"0 deposits into account in a typical month, rural (% with an account,  age 15+)",WP11628_1_10,WORLDBANK
"0 deposits into account in a typical month, urban (% with an account,  age 15+)",WP11628_1_11,WORLDBANK
"0 deposits into account in a typical month, male (% with an account,  age 15+)",WP11628_1_2,WORLDBANK
"0 deposits into account in a typical month, female (% with an account,  age 15+)",WP11628_1_3,WORLDBANK
"0 deposits into account in a typical month, young adults (% with an account,  age 15-24)",WP11628_1_4,WORLDBANK
"0 deposits into account in a typical month, older adults (% with an account,  age 25+)",WP11628_1_5,WORLDBANK
"0 deposits into account in a typical month, primary education or less (% with an account,  age 15+)",WP11628_1_6,WORLDBANK
"0 deposits into account in a typical month, secondary education or more (% with an account,  age 15+)",WP11628_1_7,WORLDBANK
"0 deposits into account in a typical month, income quintiles I (lowest) and II (% with an account,  age 15+)",WP11628_1_8,WORLDBANK
"0 deposits into account in a typical month, income quintiles III, IV, and V (highest)  (% with an account,  age 15+)",WP11628_1_9,WORLDBANK
"1-2 deposits into account in a typical month (% with an account,  age 15+)",WP11628_2_1,WORLDBANK
"1-2 deposits into account in a typical month, rural (% with an account,  age 15+)",WP11628_2_10,WORLDBANK
"1-2 deposits into account in a typical month, urban (% with an account,  age 15+)",WP11628_2_11,WORLDBANK
"1-2 deposits into account in a typical month, male (% with an account,  age 15+)",WP11628_2_2,WORLDBANK
